,Vehicle Id,Vehicle Model Year,Vehicle Make,Vehicle Model,Vehicle Price,Vendor Id,Category Id
2530,2530,2024,Audi,A3,427461,2,1
2531,2531,2024,KIA,Soul,321752,4,2
2532,2532,2024,Others,Others,359421,8,2
2533,2533,2022,KIA,Soul,494696,4,2
2534,2534,2020,RIVIAN,R1T,444847,5,1
2535,2535,2023,Audi,A7,111096,2,2
2536,2536,2021,LUCID,AIR,362863,7,2
2537,2537,2022,Others,Others,435239,8,1
2538,2538,2021,Others,Others,336327,8,1
2539,2539,2021,BMW,720E,120480,3,1
2540,2540,2024,KIA,OPTIMA,492417,4,1
2541,2541,2023,TOYOTA,RAV4,129348,6,2
2542,2542,2023,Audi,A7,449625,2,2
2543,2543,2022,Tesla,MODEL Y,242270,1,2
2544,2544,2023,RIVIAN,R1S,124761,5,2
2545,2545,2021,KIA,SPORTAGE,335740,4,1
2546,2546,2024,Audi,A3,125596,2,1
2547,2547,2023,RIVIAN,R1S,446401,5,2
2548,2548,2022,Audi,A7,261592,2,1
2549,2549,2020,KIA,EV9,151434,4,2
2550,2550,2024,KIA,EV9,447532,4,2
2551,2551,2022,Audi,A3,223833,2,1
2552,2552,2022,BMW,530E,453794,3,2
2553,2553,2023,KIA,Soul,133592,4,2
2554,2554,2022,LUCID,AIR,333508,7,2
2555,2555,2022,Tesla,MODEL S,437095,1,2
2556,2556,2023,RIVIAN,R1T,206145,5,1
2557,2557,2024,KIA,Soul,279901,4,2
2558,2558,2024,Others,Others,134559,8,2
2559,2559,2021,TOYOTA,BZ4X,346672,6,2
2560,2560,2023,Others,Others,448536,8,2
2561,2561,2023,TOYOTA,RAV4,167557,6,1
2562,2562,2023,RIVIAN,R1T,162983,5,1
2563,2563,2022,KIA,Soul,455378,4,1
2564,2564,2022,Audi,A7,117648,2,1
2565,2565,2021,TOYOTA,PRIUS,347879,6,1
2566,2566,2020,LUCID,AIR,296963,7,1
2567,2567,2022,TOYOTA,PRIUS,462458,6,2
2568,2568,2022,LUCID,AIR,285608,7,1
2569,2569,2021,KIA,EV9,294473,4,2
2570,2570,2023,Tesla,MODEL X,440500,1,2
2571,2571,2022,TOYOTA,PRIUS,180025,6,2
2572,2572,2022,Tesla,MODEL Y,292494,1,2
2573,2573,2021,RIVIAN,R1T,328058,5,1
2574,2574,2023,BMW,XM,497203,3,1
2575,2575,2020,Tesla,MODEL X,407333,1,1
2576,2576,2024,Others,Others,284665,8,2
2577,2577,2020,LUCID,AIR,476582,7,2
2578,2578,2022,Others,Others,250084,8,1
2579,2579,2021,BMW,XM,234303,3,1
2580,2580,2020,Tesla,MODEL X,126443,1,1
2581,2581,2022,TOYOTA,PRIUS,393962,6,2
2582,2582,2020,KIA,EV9,428582,4,1
2583,2583,2022,BMW,XM,112444,3,1
2584,2584,2020,RIVIAN,R1T,343889,5,1
2585,2585,2024,Audi,E-TRON,498960,2,2
2586,2586,2024,Others,Others,202149,8,2
2587,2587,2021,RIVIAN,R1T,310019,5,2
2588,2588,2022,TOYOTA,PRIUS,235211,6,1
2589,2589,2022,BMW,X5,157891,3,1
2590,2590,2020,Others,Others,354692,8,1
2591,2591,2024,TOYOTA,RAV4,477463,6,2
2592,2592,2022,Audi,Q4,288898,2,1
2593,2593,2024,LUCID,AIR,261693,7,1
2594,2594,2024,RIVIAN,R1S,310311,5,2
2595,2595,2021,RIVIAN,R1S,395738,5,2
2596,2596,2024,Audi,A7,239759,2,1
2597,2597,2022,LUCID,AIR,413912,7,2
2598,2598,2024,KIA,OPTIMA,468807,4,1
2599,2599,2022,TOYOTA,RAV4,407318,6,1
2600,2600,2023,Audi,Q4,403936,2,1
2601,2601,2021,KIA,Soul,158950,4,2
2602,2602,2023,RIVIAN,R1S,183988,5,2
2603,2603,2021,Tesla,MODEL Y,444790,1,2
2604,2604,2021,BMW,X5,235790,3,1
2605,2605,2023,LUCID,AIR,302752,7,1
2606,2606,2024,BMW,530E,175733,3,1
2607,2607,2024,Others,Others,268802,8,2
2608,2608,2022,Others,Others,301852,8,2
2609,2609,2023,KIA,EV9,331570,4,1
2610,2610,2022,BMW,XM,107837,3,1
2611,2611,2023,KIA,SPORTAGE,283099,4,1
2612,2612,2022,RIVIAN,R1S,397243,5,2
2613,2613,2021,Tesla,MODEL 3,254560,1,2
2614,2614,2024,Tesla,MODEL 3,376331,1,1
2615,2615,2021,BMW,530E,215920,3,1
2616,2616,2021,Tesla,MODEL X,189603,1,2
2617,2617,2024,RIVIAN,EDV,271415,5,1
2618,2618,2024,Tesla,MODEL Y,340239,1,1
2619,2619,2021,TOYOTA,RAV4,351863,6,2
2620,2620,2024,Tesla,MODEL 3,497008,1,2
2621,2621,2021,BMW,530E,119871,3,1
2622,2622,2022,Audi,A3,108788,2,2
2623,2623,2021,LUCID,AIR,206590,7,2
2624,2624,2023,Others,Others,125991,8,2
2625,2625,2022,TOYOTA,RAV4,330313,6,2
2626,2626,2023,KIA,EV9,146151,4,1
2627,2627,2020,Audi,E-TRON,451527,2,1
2628,2628,2022,BMW,XM,107602,3,2
2629,2629,2024,TOYOTA,RAV4,498597,6,1
2630,2630,2023,Others,Others,121152,8,2
2631,2631,2024,TOYOTA,BZ4X,444377,6,2
2632,2632,2023,Tesla,MODEL 3,303204,1,2
2633,2633,2021,KIA,SPORTAGE,271721,4,2
2634,2634,2020,TOYOTA,PRIUS,442362,6,1
2635,2635,2020,LUCID,AIR,239659,7,1
2636,2636,2024,TOYOTA,PRIUS,375444,6,2
2637,2637,2024,TOYOTA,RAV4,157604,6,2
2638,2638,2020,LUCID,AIR,395561,7,1
2639,2639,2021,BMW,720E,280873,3,1
2640,2640,2024,KIA,SPORTAGE,388211,4,1
2641,2641,2022,TOYOTA,RAV4,147620,6,2
2642,2642,2023,BMW,XM,246007,3,2
2643,2643,2023,KIA,EV9,132068,4,1
2644,2644,2020,BMW,X5,328367,3,2
2645,2645,2024,Others,Others,242385,8,1
2646,2646,2022,RIVIAN,EDV,425137,5,2
2647,2647,2022,Audi,Q4,350425,2,1
2648,2648,2020,RIVIAN,R1S,229057,5,2
2649,2649,2021,Audi,Q4,441402,2,1
2650,2650,2022,Tesla,MODEL S,475840,1,1
2651,2651,2024,TOYOTA,BZ4X,205204,6,2
2652,2652,2020,Audi,Q5,272616,2,2
2653,2653,2020,Others,Others,320920,8,2
2654,2654,2023,KIA,SPORTAGE,323135,4,2
2655,2655,2022,Audi,Q5,225523,2,2
2656,2656,2022,LUCID,AIR,186836,7,1
2657,2657,2023,TOYOTA,PRIUS,149842,6,1
2658,2658,2021,TOYOTA,PRIUS,159096,6,1
2659,2659,2020,TOYOTA,RAV4,461886,6,1
2660,2660,2024,BMW,720E,222407,3,2
2661,2661,2020,LUCID,AIR,245113,7,1
2662,2662,2024,BMW,X5,499292,3,1
2663,2663,2024,BMW,530E,395101,3,1
2664,2664,2020,KIA,Soul,159469,4,1
2665,2665,2023,Others,Others,472665,8,2
2666,2666,2022,TOYOTA,RAV4,133971,6,1
2667,2667,2020,TOYOTA,BZ4X,263229,6,2
2668,2668,2024,TOYOTA,BZ4X,204870,6,2
2669,2669,2022,BMW,720E,101992,3,1
2670,2670,2023,KIA,Soul,373340,4,2
2671,2671,2021,Others,Others,124097,8,1
2672,2672,2020,RIVIAN,R1T,454259,5,2
2673,2673,2022,LUCID,AIR,343670,7,2
2674,2674,2020,LUCID,AIR,240645,7,2
2675,2675,2021,BMW,XM,430628,3,2
2676,2676,2023,RIVIAN,R1T,118103,5,2
2677,2677,2024,RIVIAN,R1S,148799,5,1
2678,2678,2024,Tesla,MODEL S,466848,1,1
2679,2679,2021,TOYOTA,BZ4X,183013,6,2
2680,2680,2024,RIVIAN,R1S,478061,5,1
2681,2681,2020,LUCID,AIR,392907,7,1
2682,2682,2023,TOYOTA,PRIUS,349199,6,2
2683,2683,2021,RIVIAN,EDV,382472,5,1
2684,2684,2020,Tesla,MODEL 3,196250,1,2
2685,2685,2023,BMW,530E,456529,3,2
2686,2686,2024,LUCID,AIR,341144,7,2
2687,2687,2024,TOYOTA,BZ4X,337965,6,2
2688,2688,2023,KIA,OPTIMA,197592,4,2
2689,2689,2022,RIVIAN,EDV,492278,5,1
2690,2690,2022,LUCID,AIR,116957,7,1
2691,2691,2022,LUCID,AIR,246862,7,1
2692,2692,2020,Tesla,MODEL S,190285,1,2
2693,2693,2020,KIA,SPORTAGE,212818,4,1
2694,2694,2021,Tesla,MODEL S,316829,1,2
2695,2695,2024,RIVIAN,EDV,491195,5,1
2696,2696,2022,Others,Others,333315,8,2
2697,2697,2024,Audi,Q4,379422,2,1
2698,2698,2022,LUCID,AIR,418112,7,1
2699,2699,2023,Audi,Q4,235519,2,2
2700,2700,2020,Tesla,MODEL 3,344423,1,2
2701,2701,2022,LUCID,AIR,460037,7,2
2702,2702,2022,RIVIAN,EDV,372133,5,1
2703,2703,2024,Others,Others,353428,8,1
2704,2704,2022,KIA,EV9,496852,4,2
2705,2705,2022,TOYOTA,PRIUS,435093,6,2
2706,2706,2022,BMW,X5,444053,3,1
2707,2707,2022,TOYOTA,RAV4,433469,6,1
2708,2708,2020,RIVIAN,EDV,418249,5,1
2709,2709,2021,BMW,X5,198705,3,1
2710,2710,2020,BMW,XM,322202,3,2
2711,2711,2022,KIA,Soul,491412,4,2
2712,2712,2024,KIA,SPORTAGE,215908,4,2
2713,2713,2022,BMW,XM,334675,3,1
2714,2714,2021,LUCID,AIR,279485,7,1
2715,2715,2020,LUCID,AIR,184015,7,2
2716,2716,2023,KIA,EV9,180126,4,1
2717,2717,2021,RIVIAN,R1S,494817,5,2
2718,2718,2020,LUCID,AIR,335421,7,1
2719,2719,2021,RIVIAN,R1T,469522,5,1
2720,2720,2022,Others,Others,415607,8,2
2721,2721,2024,Tesla,MODEL X,398814,1,2
2722,2722,2024,RIVIAN,R1T,431933,5,2
2723,2723,2024,LUCID,AIR,287136,7,2
2724,2724,2020,Audi,E-TRON,395333,2,1
2725,2725,2024,LUCID,AIR,412961,7,2
2726,2726,2022,Others,Others,261520,8,2
2727,2727,2020,Tesla,MODEL 3,266912,1,1
2728,2728,2023,TOYOTA,BZ4X,477430,6,2
2729,2729,2020,KIA,EV9,498202,4,2
2730,2730,2024,TOYOTA,PRIUS,376530,6,2
2731,2731,2020,TOYOTA,BZ4X,122512,6,1
2732,2732,2020,LUCID,AIR,342102,7,1
2733,2733,2023,Tesla,MODEL Y,166136,1,2
2734,2734,2021,Audi,A7,233603,2,1
2735,2735,2024,Others,Others,283614,8,1
2736,2736,2023,Audi,A3,449258,2,2
2737,2737,2024,Others,Others,373757,8,2
2738,2738,2023,Tesla,MODEL Y,346237,1,1
2739,2739,2022,KIA,SPORTAGE,310886,4,1
2740,2740,2021,RIVIAN,R1T,113818,5,2
2741,2741,2022,TOYOTA,PRIUS,123330,6,1
2742,2742,2022,Tesla,MODEL 3,341247,1,1
2743,2743,2020,Others,Others,472329,8,1
2744,2744,2024,Others,Others,193719,8,1
2745,2745,2020,Others,Others,161564,8,2
2746,2746,2020,KIA,Soul,400569,4,1
2747,2747,2022,Tesla,MODEL 3,411293,1,2
2748,2748,2020,Others,Others,156288,8,1
2749,2749,2024,KIA,OPTIMA,470004,4,2
2750,2750,2024,RIVIAN,R1T,158512,5,2
2751,2751,2022,Tesla,MODEL S,493805,1,2
2752,2752,2021,BMW,720E,253899,3,2
2753,2753,2022,LUCID,AIR,335631,7,2
2754,2754,2023,BMW,530E,301554,3,2
2755,2755,2022,KIA,Soul,187255,4,2
2756,2756,2022,KIA,OPTIMA,315068,4,1
2757,2757,2023,Others,Others,144194,8,2
2758,2758,2024,LUCID,AIR,177021,7,1
2759,2759,2023,KIA,EV9,198066,4,1
2760,2760,2022,Tesla,MODEL X,429927,1,2
2761,2761,2024,TOYOTA,PRIUS,156556,6,1
2762,2762,2021,KIA,EV9,204410,4,1
2763,2763,2020,Others,Others,119079,8,1
2764,2764,2021,TOYOTA,BZ4X,287494,6,2
2765,2765,2020,Audi,Q4,475765,2,1
2766,2766,2021,LUCID,AIR,427501,7,2
2767,2767,2023,RIVIAN,EDV,234147,5,2
2768,2768,2024,KIA,Soul,490924,4,1
2769,2769,2021,TOYOTA,PRIUS,491091,6,2
2770,2770,2022,Audi,Q4,497234,2,2
2771,2771,2022,Tesla,MODEL Y,230135,1,1
2772,2772,2024,Audi,E-TRON,249863,2,2
2773,2773,2022,RIVIAN,R1T,188579,5,2
2774,2774,2022,Others,Others,155332,8,2
2775,2775,2020,LUCID,AIR,221622,7,1
2776,2776,2022,KIA,EV9,452332,4,1
2777,2777,2022,RIVIAN,EDV,350270,5,1
2778,2778,2023,Others,Others,464026,8,2
2779,2779,2024,Tesla,MODEL X,297217,1,2
2780,2780,2022,TOYOTA,RAV4,491479,6,1
2781,2781,2021,Others,Others,158690,8,2
2782,2782,2023,TOYOTA,BZ4X,187418,6,1
2783,2783,2020,TOYOTA,BZ4X,414777,6,2
2784,2784,2023,BMW,720E,380027,3,1
2785,2785,2024,KIA,Soul,141181,4,2
2786,2786,2020,RIVIAN,R1S,204339,5,1
2787,2787,2024,TOYOTA,PRIUS,133889,6,1
2788,2788,2024,RIVIAN,R1T,430812,5,2
2789,2789,2020,TOYOTA,PRIUS,286066,6,2
2790,2790,2023,Tesla,MODEL Y,182004,1,1
2791,2791,2022,BMW,720E,296741,3,2
2792,2792,2020,Tesla,MODEL S,424737,1,1
2793,2793,2020,Others,Others,244673,8,1
2794,2794,2022,Audi,Q5,492053,2,1
2795,2795,2024,KIA,SPORTAGE,124415,4,2
2796,2796,2023,Audi,Q5,426158,2,2
2797,2797,2021,Others,Others,384785,8,1
2798,2798,2024,KIA,Soul,325775,4,1
2799,2799,2020,LUCID,AIR,413947,7,1
2800,2800,2020,KIA,EV9,240082,4,1
2801,2801,2020,Audi,A3,328548,2,2
2802,2802,2023,TOYOTA,RAV4,445871,6,2
2803,2803,2022,Audi,A3,346957,2,1
2804,2804,2022,BMW,720E,322885,3,2
2805,2805,2021,Audi,E-TRON,305170,2,1
2806,2806,2024,KIA,OPTIMA,481826,4,1
2807,2807,2021,Tesla,MODEL X,494241,1,2
2808,2808,2023,TOYOTA,BZ4X,425763,6,2
2809,2809,2022,Tesla,MODEL X,487954,1,2
2810,2810,2023,KIA,EV9,392685,4,2
2811,2811,2021,LUCID,AIR,147472,7,1
2812,2812,2021,BMW,720E,475374,3,1
2813,2813,2023,KIA,SPORTAGE,331170,4,2
2814,2814,2021,BMW,X5,474411,3,2
2815,2815,2022,Others,Others,464749,8,1
2816,2816,2022,KIA,EV9,295015,4,2
2817,2817,2021,TOYOTA,RAV4,443760,6,1
2818,2818,2020,LUCID,AIR,376262,7,1
2819,2819,2021,LUCID,AIR,322291,7,2
2820,2820,2023,Audi,A7,235456,2,1
2821,2821,2023,Audi,Q4,215900,2,2
2822,2822,2020,TOYOTA,PRIUS,275447,6,1
2823,2823,2024,TOYOTA,PRIUS,301015,6,2
2824,2824,2020,Tesla,MODEL Y,420842,1,1
2825,2825,2020,Tesla,MODEL 3,184605,1,1
2826,2826,2021,KIA,Soul,196076,4,1
2827,2827,2021,Others,Others,453760,8,2
2828,2828,2022,RIVIAN,R1S,177275,5,1
2829,2829,2020,KIA,SPORTAGE,284608,4,2
2830,2830,2024,Others,Others,231292,8,2
2831,2831,2022,Audi,Q4,185560,2,1
2832,2832,2022,TOYOTA,RAV4,145080,6,1
2833,2833,2021,BMW,X5,471572,3,2
2834,2834,2021,RIVIAN,R1S,484353,5,2
2835,2835,2024,Others,Others,266052,8,1
2836,2836,2022,BMW,XM,358061,3,1
2837,2837,2022,LUCID,AIR,410432,7,1
2838,2838,2023,KIA,OPTIMA,292729,4,1
2839,2839,2022,LUCID,AIR,239078,7,2
2840,2840,2023,LUCID,AIR,300099,7,2
2841,2841,2021,TOYOTA,RAV4,123201,6,1
2842,2842,2021,BMW,X5,126615,3,2
2843,2843,2024,RIVIAN,EDV,436691,5,1
2844,2844,2023,Tesla,MODEL Y,430403,1,2
2845,2845,2023,BMW,X5,498618,3,1
2846,2846,2020,BMW,720E,331675,3,1
2847,2847,2023,Tesla,MODEL 3,300779,1,2
2848,2848,2022,Tesla,MODEL X,139612,1,2
2849,2849,2020,TOYOTA,BZ4X,424504,6,1
2850,2850,2022,Tesla,MODEL Y,105200,1,2
2851,2851,2022,Others,Others,497423,8,2
2852,2852,2024,Tesla,MODEL X,406992,1,2
2853,2853,2020,Audi,A7,437799,2,2
2854,2854,2024,TOYOTA,BZ4X,130503,6,2
2855,2855,2023,RIVIAN,R1S,321115,5,2
2856,2856,2022,Audi,A7,124467,2,2
2857,2857,2021,RIVIAN,EDV,147095,5,2
2858,2858,2024,BMW,X5,292312,3,1
2859,2859,2022,TOYOTA,RAV4,451446,6,2
2860,2860,2021,TOYOTA,RAV4,278425,6,1
2861,2861,2024,BMW,530E,216341,3,1
2862,2862,2022,Tesla,MODEL Y,378966,1,1
2863,2863,2024,Others,Others,242847,8,1
2864,2864,2023,Audi,Q4,498266,2,2
2865,2865,2022,Audi,A3,474518,2,2
2866,2866,2022,Tesla,MODEL Y,397206,1,2
2867,2867,2021,TOYOTA,BZ4X,153133,6,2
2868,2868,2020,BMW,530E,369098,3,2
2869,2869,2021,LUCID,AIR,404743,7,1
2870,2870,2022,BMW,530E,408801,3,2
2871,2871,2020,LUCID,AIR,434174,7,1
2872,2872,2022,KIA,Soul,289718,4,1
2873,2873,2024,TOYOTA,BZ4X,462573,6,1
2874,2874,2022,BMW,XM,186158,3,1
2875,2875,2022,Audi,A3,413230,2,2
2876,2876,2021,RIVIAN,R1T,410996,5,1
2877,2877,2020,BMW,X5,439619,3,1
2878,2878,2022,BMW,XM,351482,3,2
2879,2879,2024,Audi,Q4,303152,2,2
2880,2880,2022,Audi,A7,151617,2,2
2881,2881,2024,KIA,OPTIMA,197338,4,2
2882,2882,2021,Audi,Q4,477767,2,2
2883,2883,2021,Tesla,MODEL S,191895,1,2
2884,2884,2023,Others,Others,447374,8,2
2885,2885,2023,Audi,Q4,413655,2,2
2886,2886,2020,Tesla,MODEL S,235904,1,1
2887,2887,2023,RIVIAN,R1S,210953,5,2
2888,2888,2022,TOYOTA,PRIUS,415019,6,2
2889,2889,2022,Others,Others,100887,8,2
2890,2890,2022,KIA,EV9,461649,4,2
2891,2891,2024,Others,Others,356403,8,1
2892,2892,2023,Others,Others,244737,8,1
2893,2893,2023,BMW,XM,357814,3,2
2894,2894,2022,RIVIAN,EDV,224092,5,1
2895,2895,2023,TOYOTA,RAV4,159848,6,2
2896,2896,2022,Audi,A7,266775,2,1
2897,2897,2024,Tesla,MODEL 3,189005,1,2
2898,2898,2023,KIA,Soul,378193,4,1
2899,2899,2024,KIA,OPTIMA,245564,4,2
2900,2900,2021,Others,Others,481807,8,2
2901,2901,2021,Others,Others,342957,8,1
2902,2902,2020,Audi,A7,428261,2,2
2903,2903,2024,Audi,A7,113888,2,1
2904,2904,2022,KIA,OPTIMA,326621,4,2
2905,2905,2023,Tesla,MODEL S,447428,1,2
2906,2906,2022,Audi,Q5,205853,2,2
2907,2907,2020,Audi,A7,124189,2,1
2908,2908,2023,Others,Others,117139,8,1
2909,2909,2020,TOYOTA,RAV4,403109,6,1
2910,2910,2023,Others,Others,322244,8,2
2911,2911,2021,Others,Others,304650,8,1
2912,2912,2022,Tesla,MODEL X,118554,1,1
2913,2913,2020,Tesla,MODEL X,115644,1,2
2914,2914,2023,TOYOTA,PRIUS,408996,6,2
2915,2915,2023,Others,Others,106386,8,1
2916,2916,2020,KIA,EV9,429484,4,2
2917,2917,2024,RIVIAN,EDV,464138,5,1
2918,2918,2023,RIVIAN,R1S,410543,5,1
2919,2919,2021,Tesla,MODEL Y,471024,1,1
2920,2920,2022,BMW,720E,469733,3,1
2921,2921,2022,RIVIAN,R1T,466949,5,1
2922,2922,2020,KIA,SPORTAGE,362933,4,1
2923,2923,2022,Others,Others,278522,8,2
2924,2924,2022,BMW,530E,417572,3,1
2925,2925,2020,LUCID,AIR,361576,7,2
2926,2926,2024,Audi,E-TRON,264847,2,1
2927,2927,2021,RIVIAN,R1T,156116,5,2
2928,2928,2024,RIVIAN,R1S,480450,5,1
2929,2929,2021,BMW,X5,159666,3,2
2930,2930,2020,Audi,E-TRON,155543,2,2
2931,2931,2024,LUCID,AIR,446048,7,1
2932,2932,2022,KIA,EV9,117284,4,2
2933,2933,2021,RIVIAN,R1T,196446,5,1
2934,2934,2024,Others,Others,493662,8,1
2935,2935,2024,KIA,OPTIMA,120280,4,1
2936,2936,2024,TOYOTA,PRIUS,417562,6,1
2937,2937,2021,LUCID,AIR,489152,7,2
2938,2938,2021,LUCID,AIR,181200,7,1
2939,2939,2024,LUCID,AIR,476492,7,2
2940,2940,2024,BMW,530E,235211,3,1
2941,2941,2024,Audi,E-TRON,331684,2,1
2942,2942,2022,Tesla,MODEL X,160631,1,1
2943,2943,2024,RIVIAN,EDV,145980,5,2
2944,2944,2020,Tesla,MODEL X,485267,1,1
2945,2945,2020,Others,Others,334200,8,2
2946,2946,2024,TOYOTA,RAV4,227707,6,2
2947,2947,2021,RIVIAN,EDV,161206,5,1
2948,2948,2021,RIVIAN,R1T,214033,5,2
2949,2949,2022,Others,Others,369573,8,2
2950,2950,2020,Audi,E-TRON,456011,2,2
2951,2951,2021,RIVIAN,R1T,433072,5,2
2952,2952,2021,Others,Others,417048,8,2
2953,2953,2020,Tesla,MODEL X,309283,1,2
2954,2954,2023,TOYOTA,PRIUS,367367,6,1
2955,2955,2021,Audi,Q4,119772,2,1
2956,2956,2021,Tesla,MODEL 3,366177,1,2
2957,2957,2024,BMW,X5,379487,3,2
2958,2958,2023,LUCID,AIR,190125,7,1
2959,2959,2023,RIVIAN,R1S,151081,5,1
2960,2960,2022,Others,Others,356061,8,1
2961,2961,2020,LUCID,AIR,191419,7,2
2962,2962,2020,Audi,A7,288399,2,2
2963,2963,2023,LUCID,AIR,410208,7,1
2964,2964,2024,Others,Others,431697,8,1
2965,2965,2020,RIVIAN,R1S,457455,5,1
2966,2966,2022,Others,Others,305534,8,1
2967,2967,2024,BMW,720E,307636,3,2
2968,2968,2020,BMW,X5,175298,3,2
2969,2969,2023,Tesla,MODEL S,439569,1,2
2970,2970,2020,TOYOTA,RAV4,462587,6,2
2971,2971,2024,Tesla,MODEL S,206649,1,2
2972,2972,2020,Tesla,MODEL 3,359422,1,2
2973,2973,2021,BMW,720E,257231,3,2
2974,2974,2023,Others,Others,416239,8,1
2975,2975,2020,LUCID,AIR,220075,7,2
2976,2976,2020,KIA,Soul,324556,4,1
2977,2977,2022,Others,Others,335334,8,2
2978,2978,2022,BMW,XM,404827,3,1
2979,2979,2021,LUCID,AIR,169997,7,2
2980,2980,2022,LUCID,AIR,284046,7,1
2981,2981,2021,BMW,720E,443679,3,1
2982,2982,2022,Audi,E-TRON,492629,2,1
2983,2983,2023,Others,Others,168861,8,1
2984,2984,2023,BMW,XM,383744,3,1
2985,2985,2024,Others,Others,246088,8,1
2986,2986,2021,TOYOTA,RAV4,207170,6,2
2987,2987,2024,KIA,EV9,260880,4,2
2988,2988,2020,RIVIAN,R1S,470836,5,2
2989,2989,2022,TOYOTA,PRIUS,326234,6,1
2990,2990,2020,Tesla,MODEL Y,174517,1,1
2991,2991,2021,TOYOTA,PRIUS,357413,6,1
2992,2992,2021,BMW,720E,449883,3,1
2993,2993,2023,LUCID,AIR,324232,7,1
2994,2994,2020,Tesla,MODEL Y,267116,1,2
2995,2995,2023,RIVIAN,R1S,102697,5,2
2996,2996,2024,BMW,530E,122219,3,1
2997,2997,2021,Tesla,MODEL S,217368,1,1
2998,2998,2024,TOYOTA,RAV4,274172,6,1
2999,2999,2020,RIVIAN,EDV,447814,5,2
3000,3000,2023,Tesla,MODEL X,410218,1,1
3001,3001,2021,TOYOTA,PRIUS,100432,6,2
3002,3002,2024,Others,Others,413614,8,2
3003,3003,2022,Tesla,MODEL Y,401407,1,2
3004,3004,2024,KIA,EV9,315688,4,1
3005,3005,2023,Others,Others,199630,8,2
3006,3006,2023,RIVIAN,EDV,259820,5,1
3007,3007,2024,RIVIAN,R1T,456954,5,1
3008,3008,2022,BMW,720E,280676,3,1
3009,3009,2021,Tesla,MODEL Y,123331,1,2
3010,3010,2022,TOYOTA,PRIUS,321177,6,1
3011,3011,2023,Audi,E-TRON,288716,2,1
3012,3012,2020,Others,Others,438190,8,1
3013,3013,2022,TOYOTA,PRIUS,213653,6,1
3014,3014,2024,LUCID,AIR,337229,7,1
3015,3015,2022,Tesla,MODEL 3,352590,1,2
3016,3016,2023,RIVIAN,R1T,353162,5,2
3017,3017,2020,RIVIAN,R1T,168376,5,1
3018,3018,2022,KIA,OPTIMA,201262,4,1
3019,3019,2022,Others,Others,137595,8,1
3020,3020,2022,RIVIAN,R1S,450485,5,2
3021,3021,2023,Tesla,MODEL X,468241,1,1
3022,3022,2021,Audi,Q5,294874,2,1
3023,3023,2022,Audi,A7,256804,2,1
3024,3024,2024,KIA,EV9,153725,4,1
3025,3025,2022,LUCID,AIR,453585,7,1
3026,3026,2021,Tesla,MODEL 3,223304,1,1
3027,3027,2023,TOYOTA,PRIUS,338116,6,2
3028,3028,2021,BMW,720E,166042,3,1
3029,3029,2024,LUCID,AIR,463635,7,2
3030,3030,2021,Others,Others,403299,8,2
3031,3031,2024,Audi,A3,231153,2,2
3032,3032,2020,Others,Others,374577,8,2
3033,3033,2022,RIVIAN,EDV,455108,5,2
3034,3034,2023,TOYOTA,BZ4X,382268,6,2
3035,3035,2022,BMW,530E,466906,3,1
3036,3036,2024,LUCID,AIR,161762,7,2
3037,3037,2024,TOYOTA,RAV4,411738,6,2
3038,3038,2020,Tesla,MODEL 3,254739,1,1
3039,3039,2022,RIVIAN,EDV,183636,5,2
3040,3040,2020,Others,Others,228389,8,1
3041,3041,2021,LUCID,AIR,124319,7,1
3042,3042,2022,LUCID,AIR,148092,7,2
3043,3043,2022,RIVIAN,R1T,258280,5,1
3044,3044,2024,RIVIAN,R1S,215047,5,1
3045,3045,2020,BMW,720E,111285,3,2
3046,3046,2023,Tesla,MODEL X,424224,1,2
3047,3047,2021,Audi,E-TRON,443823,2,2
3048,3048,2021,BMW,XM,407052,3,2
3049,3049,2020,RIVIAN,R1S,194379,5,1
3050,3050,2022,RIVIAN,EDV,418242,5,1
3051,3051,2023,Others,Others,448219,8,1
3052,3052,2024,Audi,E-TRON,136613,2,2
3053,3053,2020,Others,Others,172025,8,1
3054,3054,2022,Tesla,MODEL Y,163915,1,1
3055,3055,2024,BMW,530E,249440,3,2
3056,3056,2021,BMW,XM,399881,3,1
3057,3057,2021,TOYOTA,BZ4X,405105,6,1
3058,3058,2023,KIA,OPTIMA,325034,4,2
3059,3059,2022,TOYOTA,BZ4X,335889,6,2
3060,3060,2023,Tesla,MODEL Y,256379,1,2
3061,3061,2021,Others,Others,494111,8,2
3062,3062,2022,Tesla,MODEL X,399683,1,1
3063,3063,2024,RIVIAN,EDV,329729,5,2
3064,3064,2020,LUCID,AIR,365751,7,1
3065,3065,2024,RIVIAN,EDV,290928,5,2
3066,3066,2021,RIVIAN,R1S,212485,5,1
3067,3067,2024,Audi,A7,206455,2,2
3068,3068,2023,Others,Others,209735,8,2
3069,3069,2022,Tesla,MODEL Y,372750,1,1
3070,3070,2023,Tesla,MODEL X,218451,1,1
3071,3071,2020,LUCID,AIR,141359,7,2
3072,3072,2022,KIA,SPORTAGE,176176,4,1
3073,3073,2022,Audi,Q4,460362,2,1
3074,3074,2022,LUCID,AIR,353853,7,2
3075,3075,2022,RIVIAN,R1S,218881,5,2
3076,3076,2024,KIA,Soul,165579,4,2
3077,3077,2020,Tesla,MODEL X,196356,1,2
3078,3078,2022,Audi,Q4,280813,2,2
